SecFrom20170901	location	place	none
910779	1	6	74
910778	1	1	63
910777	2	7	70
910776	0	4	86
910775	1	3	79
910774	0	5	56
910773	0	9	67
910772	0	7	78
910771	2	8	76
910770	2	5	87
910769	1	3	66
910768	0	6	67
910767	1	10	87
910766	0	6	78
910765	0	6	82
910764	2	4	74
910763	1	8	70
910762	0	4	77
910761	0	6	65
910760	0	5	78
910759	0	4	84
910758	0	3	81
910757	1	4	67
910756	2	8	69
910755	1	4	70
910754	0	7	73
910753	0	7	91
910752	1	6	66
910751	0	7	67
910750	0	1	56
910749	4	8	92
910748	0	3	78
910747	0	5	69
910746	0	6	72
910745	1	5	98
910744	1	7	70
910743	4	3	82
910742	2	1	76
910741	0	8	58
910740	3	8	83
910739	0	3	64
910738	1	4	77
910737	0	2	77
910736	0	11	81
910735	3	9	85
910734	0	7	83
910733	1	3	70
910732	0	1	83
910731	1	3	79
910730	0	9	78
910729	0	6	89
910728	1	3	92
910727	0	4	79
910726	0	4	105
910725	0	5	85
910724	1	7	83
910723	1	3	68
910722	2	2	75
910721	2	4	76
910720	0	4	65
910719	1	4	71
910718	0	6	74
910717	2	10	73
910716	0	5	81
910715	0	5	74
910714	0	5	68
910713	0	2	83
910712	0	3	68
910711	1	7	77
910710	0	4	81
910709	2	5	86
910708	0	4	72
910707	1	3	72
910706	1	6	65
910705	1	3	72
910704	1	5	70
910703	0	4	66
910702	1	5	65
910701	2	2	93
910700	1	1	90
910699	1	7	71
910698	0	4	76
910697	0	4	71
910696	0	9	66
910695	0	4	80
910694	2	4	76
910693	1	1	82
910692	1	5	76
910691	0	7	72
910690	0	5	82
910689	1	6	77
910688	2	6	59
910687	2	4	71
910686	0	6	69
910685	0	5	73
910684	0	9	70
910683	0	3	65
910682	0	5	81
910681	3	4	65
910680	2	8	89
910679	1	3	73
910678	1	7	76
910677	1	2	73
910676	1	5	66
910675	0	2	76
910674	0	5	82
910673	1	2	79
910672	1	2	78
910671	5	4	79
910670	1	2	80
910669	1	3	72
910668	1	6	58
910667	0	2	81
910666	0	2	82
910665	0	4	62
910664	0	3	70
910663	0	3	60
910662	0	2	62
910661	1	3	82
910660	0	4	85
910659	1	1	74
910658	2	2	82
910657	1	9	75
910656	0	1	92
910655	3	4	80
910654	1	4	67
910653	0	5	82
910652	0	3	74
910651	0	3	129
930327	2	1	67
930326	0	4	62
930325	0	4	75
930324	1	4	98
930323	0	4	67
930322	0	0	81
930321	0	5	67
930320	0	6	78
930319	1	4	73
930318	1	5	85
930317	0	3	89
930316	1	8	84
930315	0	6	69
930314	1	5	72
930313	1	9	74
930312	0	5	80
930311	0	3	72
930310	0	6	72
930309	0	3	70
930308	0	4	95
930307	0	12	91
930306	0	2	94
930305	0	7	90
930304	2	7	88
930303	1	9	85
930302	0	4	91
930301	1	4	71
930300	0	5	68
930299	1	7	68
930298	0	4	84
930297	0	8	69
930296	0	10	67
910650	0	2	60
910649	3	4	70
910648	0	7	71
910647	0	2	72
910646	1	4	67
910645	0	2	60
910644	1	5	69
910643	0	5	80
910642	1	2	71
910641	0	5	74
910640	1	5	70
910639	1	6	67
910638	0	4	88
910637	2	4	60
910636	0	6	79
910635	0	7	80
910634	0	5	78
910633	1	5	85
910632	0	5	68
910631	2	5	72
910630	2	4	65
910629	3	5	90
910628	0	3	86
910627	0	7	93
910626	2	2	78
910625	0	4	78
910624	0	3	68
910623	0	2	77
910622	1	7	87
910621	0	6	65
910620	0	2	69
910619	0	4	62
910618	3	4	67
910617	2	7	71
910616	2	2	75
910615	0	3	67
910614	0	4	85
910613	0	6	84
910612	0	7	68
910611	0	8	75
910610	2	5	74
910609	1	10	53
910608	0	5	58
910607	0	8	68
910606	0	6	79
910605	0	2	71
910604	0	7	73
910603	0	2	74
910602	0	5	73
910601	0	3	90
910600	0	1	94
910599	0	4	74
910598	1	3	169
910597	0	4	77
910596	0	2	65
910595	1	4	73
910594	0	6	86
910593	2	6	70
910592	1	4	62
910591	1	1	74
910590	2	8	70
910589	2	4	67
910588	2	3	77
910587	2	2	79
910586	0	5	70
910585	0	7	60
910584	0	2	173
910583	0	1	60
910582	0	1	76
910581	0	8	81
910580	0	7	75
910579	0	5	79
910578	2	4	66
910577	0	4	79
910576	1	5	58
910575	1	3	66
910574	1	4	79
910573	0	3	90
910572	1	2	82
910571	1	7	65
910570	0	2	74
910569	0	1	161
910568	1	3	90
910567	0	5	86
910566	0	2	76
910565	0	4	75
910564	0	6	80
910563	0	2	62
910562	0	3	79
910561	0	4	86
910560	1	1	79
910559	1	5	65
910558	0	3	80
910557	2	3	68
910556	0	4	63
910555	1	5	80
910554	3	4	71
910553	2	6	71
910552	0	8	65
910551	1	8	61
910550	1	4	72
910549	0	3	63
910548	0	1	66
910547	1	3	79
910546	0	2	73
910545	0	4	87
910544	0	4	64
910543	0	5	73
910542	0	6	85
910541	0	6	68
910540	0	4	70
910539	0	1	78
910538	2	7	76
910537	1	2	57
910536	1	3	71
910535	0	3	75
910534	0	4	77
910533	2	4	81
910532	0	3	102
910531	1	4	57
910530	0	8	72
910529	0	8	87
910528	0	6	92
910527	0	4	81
910526	0	6	80
910525	0	3	70
910524	0	6	68
910523	0	6	84
910522	0	2	84
910521	0	9	76
910520	0	3	79
910519	0	2	86
910518	2	5	76
910517	1	3	74
910516	0	5	67
910515	0	6	82
910514	0	3	93
910513	0	6	94
910512	1	4	76
910511	0	7	86
910510	1	7	86
910509	2	7	96
910508	0	5	82
910507	0	4	78
910506	0	3	87
910505	1	3	86
910504	1	5	79
910503	1	7	86
910502	0	7	72
910501	0	7	75
910500	3	1	75
910499	2	3	56
910498	0	7	69
910497	0	3	77
910496	0	6	55
910495	1	5	78
910494	0	4	74
910493	0	6	81
910492	0	1	77
910491	0	5	67
910490	0	5	110
910489	2	3	75
910488	0	4	69
910487	0	2	85
910486	0	1	78
910485	1	3	63
910484	1	4	77
910483	2	2	82
910482	0	5	65
910481	1	0	66
910480	0	3	84
910479	3	4	72
910478	0	2	74
910477	1	7	80
910476	0	10	87
910475	0	5	62
910474	0	3	70
910473	1	3	60
910472	0	6	77
910471	1	4	79
910470	0	2	72
910469	0	2	67
910468	1	5	89
910467	2	6	68
910466	0	5	89
910465	0	3	84
910464	0	3	67
910463	0	2	80
910462	0	4	75
910461	0	5	75
910460	2	6	82
910459	0	8	87
910458	1	6	75
910457	1	2	58
910456	1	2	69
910455	0	2	82
910454	0	6	51
910453	0	10	77
910452	0	5	69
910451	1	5	66
910450	1	3	78
910449	1	6	69
910448	0	3	76
910447	2	6	79
910446	0	5	85
910445	0	2	77
910444	1	6	72
910443	1	5	86
910442	0	8	85
910441	0	2	61
910440	0	4	79
910439	0	3	74
910438	0	6	74
910437	0	3	71
910436	0	6	65
910435	2	7	64
910434	0	3	68
910433	0	4	70
910432	0	5	72
910431	0	4	68
910430	0	7	77
910429	2	2	76
910428	1	2	72
910427	1	5	75
910426	0	4	80
910425	1	8	64
910424	2	1	76
910423	0	4	70
910422	0	6	58
910421	2	4	68
910420	1	1	68
910419	0	10	87
910418	0	4	60
910417	2	4	76
910416	1	1	78
910415	1	4	71
910414	1	6	65
910413	1	4	73
910412	1	4	64
910411	1	4	76
910410	0	2	76
910409	0	3	87
910408	0	4	67
910407	1	5	69
910406	2	4	87
910405	1	3	73
910404	1	7	72
910403	0	4	83
910402	0	5	60
910401	1	5	57
910400	2	2	67
910399	0	2	69
910398	1	2	68
910397	2	6	71
910396	0	4	64
910395	0	3	63
910394	0	1	66
910393	1	8	69
910392	0	2	60
910391	3	2	84
910390	1	3	79
910389	0	3	73
910388	1	1	105
910387	2	5	83
910386	1	6	67
910385	4	3	70
910384	2	3	72
910383	0	3	77
910382	0	2	82
910381	0	5	64
910380	0	2	69
910379	0	7	89
910378	2	4	57
910377	1	6	77
910376	0	4	71
910375	1	6	69
910374	0	5	69
910373	0	4	81
910372	0	11	76
910371	0	3	71
910370	1	5	51
910369	0	3	61
910368	0	4	78
910367	0	3	71
910366	1	7	72
910365	0	4	66
910364	1	5	63
910363	0	6	77
910362	1	4	82
910361	1	4	85
910360	0	2	75
910359	0	1	83
910358	0	6	80
910357	3	3	65
910356	0	5	82
910355	0	1	69
910354	0	5	73
910353	0	1	83
910352	0	4	78
910351	0	3	61
910350	1	3	71
910349	1	2	83
910348	0	1	116
910347	0	2	85
910346	4	7	65
910345	0	3	82
910344	3	6	71
910343	0	6	88
910342	1	6	90
910341	1	5	78
910340	3	3	90
910339	3	2	100
910338	1	2	67
910337	0	3	72
910336	1	1	70
910335	0	4	76
910334	1	4	76
910333	0	4	85
910332	0	3	75
910331	1	2	76
910330	1	7	69
910329	0	7	77
910328	0	6	86
910327	1	3	73
910326	1	8	69
910325	1	5	84
910324	0	4	87
910323	1	4	86
930295	2	2	61
930294	0	1	76
930293	0	6	74
930292	0	4	87
930291	1	5	73
930290	0	3	69
930289	1	6	71
930288	1	7	79
930287	0	2	70
930286	0	3	72
930285	0	2	65
930284	0	4	88
930283	0	7	75
930282	0	5	69
930281	0	7	79
930280	0	4	75
930279	0	2	85
930278	0	4	82
930277	0	6	65
930276	0	5	79
930275	0	3	81
930274	0	5	62
930273	0	5	77
930272	0	2	71
930271	1	2	73
930270	0	7	84
930269	1	5	69
930268	1	4	84
930267	2	4	76
930266	1	7	69
930265	0	2	73
930264	0	5	65
930263	0	4	75
930262	1	3	87
910322	3	2	66
910321	0	3	77
910320	3	7	66
910319	2	6	61
910318	0	3	81
910317	1	2	75
910316	0	7	59
910315	0	10	77
910314	0	4	61
910313	0	3	61
910312	0	4	99
910311	0	4	66
910310	2	4	79
910309	1	3	84
910308	1	2	89
910307	2	7	86
910306	0	3	69
910305	2	3	79
910304	1	6	81
910303	0	5	76
910302	0	2	65
910301	0	1	87
910300	2	1	86
910299	3	5	78
910298	1	5	59
910297	2	2	75
910296	0	1	79
910295	1	8	71
910294	1	2	71
910293	0	0	60
910292	0	7	69
910291	0	3	60
910290	0	1	69
910289	1	2	85
910288	2	6	70
910287	0	2	74
910286	5	3	79
910285	0	2	61
910284	1	2	81
910283	0	3	80
910282	0	6	55
910281	0	3	69
910280	0	0	85
910279	0	3	70
910278	1	4	114
910277	2	4	83
910276	0	8	69
910275	0	4	80
910274	0	3	74
910273	0	4	77
910272	0	4	80
910271	0	3	77
910270	0	2	66
910269	2	7	83
910268	0	1	65
910267	0	3	87
910266	0	6	76
910265	0	3	81
910264	1	2	86
910263	0	4	81
910262	1	1	70
910261	0	3	77
910260	0	3	61
910259	0	8	61
910258	0	4	72
910257	1	6	72
910256	1	6	79
910255	1	5	70
910254	1	4	75
910253	0	4	67
910252	0	4	82
910251	0	7	77
910250	0	5	65
910249	0	7	72
910248	0	6	65
910247	2	3	82
910246	0	2	76
910245	0	3	84
910244	3	4	83
910243	0	7	68
910242	2	3	69
910241	1	4	71
910240	1	6	85
910239	1	1	69
910238	1	5	67
910237	2	2	76
910236	0	7	66
910235	0	6	76
910234	1	3	82
910233	0	5	77
910232	0	4	66
910231	2	5	92
910230	3	3	68
910229	0	5	54
910228	0	4	79
910227	1	4	81
910226	0	4	100
910225	0	5	65
910224	0	3	65
910223	0	3	77
910222	1	8	66
910221	0	3	83
910220	0	4	82
910219	2	8	90
910218	0	4	66
910217	1	7	68
910216	0	2	57
910215	0	4	68
910214	0	6	87
910213	1	5	78
910212	1	2	83
910211	1	2	85
910210	1	3	81
910209	0	6	99
910208	0	2	74
910207	0	9	85
910206	0	4	88
910205	0	3	88
910204	0	7	78
910203	2	3	90
910202	0	6	79
910201	0	6	69
910200	0	3	76
910199	0	8	77
910198	0	2	74
910197	4	2	73
910196	0	5	71
910195	0	7	82
910194	3	1	82
910193	0	4	73
910192	1	2	85
910191	0	2	70
910190	0	8	76
910189	0	5	75
910188	1	4	58
910187	0	5	78
910186	0	3	80
910185	2	3	65
910184	0	4	71
910183	2	3	58
910182	0	4	85
910181	0	4	72
910180	2	3	87
910179	1	1	76
910178	1	4	81
910177	0	8	77
910176	0	6	50
910175	0	2	73
910174	0	5	60
910173	1	4	81
910172	0	2	97
910171	2	3	78
910170	0	6	78
910169	1	4	68
910168	0	4	82
910167	0	4	69
910166	2	5	70
910165	0	4	68
910164	0	10	86
910163	0	6	77
910162	0	5	98
910161	0	1	67
910160	0	4	99
910159	0	5	88
910158	0	2	78
910157	1	7	57
910156	0	3	90
910155	0	5	61
910154	1	4	82
910153	0	8	67
910152	0	6	70
910151	0	4	73
910150	3	6	67
910149	0	4	71
910148	2	6	82
910147	3	2	76
910146	0	6	83
910145	4	5	71
910144	1	3	78
910143	2	2	90
910142	1	8	68
910141	0	10	83
910140	0	1	74
910139	0	3	69
910138	0	4	80
910137	1	9	71
910136	0	4	71
910135	0	3	62
910134	2	4	76
910133	1	4	75
910132	0	4	67
910131	0	6	72
910130	3	4	69
910129	0	3	60
910128	0	3	61
910127	1	5	86
910126	0	4	62
910125	0	5	62
910124	0	2	75
910123	1	3	82
910122	0	5	73
910121	0	5	66
910120	0	3	64
910119	0	2	73
910118	2	3	80
910117	0	6	70
910116	1	5	71
910115	0	5	77
910114	1	5	70
910113	0	3	76
910112	0	5	82
910111	1	9	67
910110	0	3	66
910109	1	3	79
910108	3	3	87
910107	1	5	78
910106	0	3	84
910105	1	2	82
910104	0	3	64
910103	0	4	73
910102	0	5	63
910101	0	2	87
910100	0	5	88
910099	0	3	64
910098	1	1	68
910097	3	7	67
910096	0	3	82
910095	0	4	67
910094	1	4	89
910093	0	5	67
910092	0	6	71
910091	0	5	71
910090	0	2	56
910089	0	2	80
910088	5	4	63
910087	1	1	77
910086	0	5	61
910085	0	6	67
910084	0	3	76
910083	0	7	83
910082	0	4	92
910081	0	5	74
910080	0	2	70
910079	0	6	62
910078	0	4	81
910077	0	3	76
910076	0	0	65
910075	2	6	74
910074	0	9	65
930261	0	4	65
930260	0	10	78
930259	0	6	66
930258	0	2	69
930257	0	9	73
930256	0	4	61
930255	0	4	65
930254	0	9	79
930253	0	5	77
930252	0	3	99
930251	0	3	70
930250	0	6	66
930249	0	5	71
930248	0	6	68
930247	1	3	80
930246	0	3	84
930245	0	3	79
930244	0	1	98
930243	1	6	66
930242	0	3	63
930241	1	3	72
930240	0	3	74
930239	0	4	71
930238	0	2	70
930237	0	3	58
930236	0	5	66
930235	1	4	83
930234	0	7	86
930233	0	3	83
930232	0	7	53
930231	1	6	79
930230	0	8	89
930229	0	7	66
930228	1	10	74
910073	1	3	72
910072	0	6	76
910071	0	6	74
910070	0	2	69
910069	0	4	70
910068	0	10	77
910067	2	6	57
910066	1	6	79
910065	0	9	74
910064	0	4	89
910063	1	2	70
910062	0	4	85
910061	0	4	84
910060	1	2	82
910059	0	2	71
910058	0	2	74
910057	3	4	88
910056	1	7	81
910055	1	5	66
910054	1	3	79
910053	1	3	73
910052	0	3	80
910051	0	2	71
910050	0	6	74
910049	0	5	66
910048	1	7	74
910047	0	4	101
910046	1	5	69
910045	1	5	69
910044	0	3	92
910043	1	6	61
910042	0	4	92
910041	1	4	85
910040	0	6	75
910039	1	6	57
910038	0	4	99
910037	0	2	62
910036	0	3	83
910035	1	4	75
910034	0	5	65
910033	0	6	80
910032	1	4	80
910031	0	5	68
910030	0	6	78
910029	0	5	77
910028	1	1	78
910027	0	6	84
910026	0	7	63
910025	1	5	82
910024	0	2	75
910023	2	6	77
910022	2	3	78
910021	1	4	75
910020	0	4	61
910019	1	5	68
910018	1	4	77
910017	1	3	75
910016	0	6	57
910015	0	11	69
910014	0	6	77
910013	0	1	80
910012	1	4	74
910011	0	4	67
910010	0	1	67
910009	1	2	78
910008	2	2	68
910007	6	7	68
910006	1	5	78
910005	1	2	59
910004	0	2	89
910003	1	4	72
910002	0	3	76
910001	1	4	66
910000	2	2	81
909999	1	5	63
909998	3	5	86
909997	1	6	72
909996	0	2	68
909995	0	1	86
909994	1	7	86
909993	1	3	67
909992	0	8	61
909991	1	5	72
909990	1	4	58
909989	0	8	59
909988	1	5	74
909987	1	5	73
909986	1	1	59
909985	2	1	87
909984	1	4	69
909983	0	2	70
909982	0	3	68
909981	0	4	70
909980	1	3	90
909979	0	3	74
909978	1	1	75
909977	1	6	81
909976	1	7	76
909975	0	3	72
909974	1	3	72
909973	0	4	62
909972	0	3	70
909971	0	5	65
909970	0	3	75
909969	0	5	74
909968	1	7	78
909967	0	1	77
909966	0	5	63
909965	0	5	77
909964	1	4	65
909963	0	4	74
909962	0	3	80
909961	0	4	76
909960	0	7	69
909959	0	2	68
909958	2	1	87
909957	0	6	57
909956	3	7	68
909955	0	7	77
909954	0	4	89
909953	2	3	79
909952	1	1	58
909951	0	3	57
909950	0	4	67
909949	1	3	63
909948	0	5	76
909947	0	3	65
909946	1	4	59
909945	2	9	71
909944	1	3	73
909943	2	5	55
909942	0	5	55
909941	0	5	78
909940	0	3	80
909939	1	5	90
909938	2	4	67
909937	0	4	81
909936	0	4	78
909935	1	5	84
909934	1	8	84
909933	0	2	68
909932	0	3	78
909931	0	7	70
909930	0	3	78
909929	0	5	74
909928	0	6	83
909927	0	3	74
909926	2	3	75
909925	1	6	57
909924	3	5	77
909923	1	7	68
909922	0	0	63
909921	0	2	85
909920	1	6	75
909919	0	1	81
909918	0	6	93
909917	0	2	89
909916	2	3	79
909915	0	6	68
909914	1	5	84
909913	0	4	85
909912	1	5	85
909911	0	5	95
909910	0	9	83
909909	1	5	90
909908	1	5	62
909907	0	7	78
909906	0	4	82
909905	0	5	82
909904	1	2	81
909903	1	10	97
909902	0	7	90
909901	0	4	92
909900	0	4	91
909899	0	4	76
909898	0	4	68
909897	0	2	68
909896	2	6	72
909895	1	2	68
909894	0	4	73
909893	2	6	63
909892	1	5	77
909891	2	4	70
909890	0	11	63
909889	0	5	72
909888	2	2	66
909887	1	3	60
909886	0	2	75
909885	0	3	78
909884	1	5	70
909883	1	3	70
909882	0	6	74
909881	0	5	69
909880	1	5	66
909879	0	4	66
909878	1	3	67
909877	0	4	71
909876	0	5	70
909875	1	6	74
909874	1	8	87
909873	0	7	64
909872	0	4	66
909871	2	7	56
909870	1	4	78
909869	0	6	82
909868	1	7	75
909867	0	3	65
909866	0	4	78
909865	1	2	72
909864	0	5	77
909863	0	3	75
909862	0	3	66
909861	0	5	64
909860	0	2	59
909859	1	6	66
909858	1	4	86
909857	0	0	66
909856	2	4	88
909855	2	3	80
909854	0	1	76
909853	1	6	71
909852	1	4	59
909851	0	4	74
909850	0	4	93
909849	2	8	72
909848	1	5	70
909847	1	4	68
909846	0	6	74
909845	2	10	97
909844	2	4	77
909843	0	9	82
909842	0	2	75
909841	1	7	80
930227	1	4	73
930226	0	4	82
930225	0	6	87
930224	0	7	91
930223	0	5	58
930222	0	1	67
930221	1	2	76
930220	0	4	87
930219	1	3	84
930218	0	4	77
930217	0	7	80
930216	0	3	68
930215	0	5	80
930214	0	1	103
930213	0	4	65
930212	0	3	59
930211	2	7	59
930210	0	2	73
930209	1	3	77
930208	0	6	62
930207	0	7	76
930206	0	7	75
930205	3	3	76
930204	0	5	68
930203	1	8	72
930202	0	2	60
930201	0	4	73
930200	0	3	71
930199	1	4	76
930198	0	2	81
930197	0	3	85
930196	0	4	79
930195	0	5	62
909840	0	4	90
909839	0	3	74
909838	0	5	58
909837	0	3	70
909836	1	5	65
909835	0	2	66
909834	1	6	70
909833	1	7	70
909832	2	2	64
909831	1	8	75
909830	1	5	72
909829	3	1	84
909828	0	3	85
909827	0	2	66
909826	1	4	63
909825	0	11	147
909824	0	7	75
909823	0	2	69
909822	0	3	80
909821	0	3	71
909820	0	3	79
909819	0	2	75
909818	1	3	79
909817	1	6	59
909816	0	5	62
909815	0	5	78
909814	1	5	65
909813	0	5	66
909812	0	3	79
909811	0	6	63
909810	0	2	77
909809	0	4	76
909808	0	3	63
909807	0	4	87
909806	1	7	65
909805	1	5	96
909804	1	5	70
909803	1	4	71
909802	0	2	76
909801	0	8	61
909800	0	2	92
909799	1	2	68
909798	1	4	74
909797	0	3	65
909796	0	3	61
909795	0	0	58
909794	1	3	71
909793	0	6	63
909792	0	7	83
909791	0	4	77
909790	1	4	65
909789	3	4	64
909788	2	4	92
909787	0	3	63
909786	1	6	56
909785	0	2	108
909784	0	0	90
909783	0	5	76
909782	0	3	80
909781	0	4	77
909780	0	2	77
909779	0	3	72
909778	0	6	79
909777	0	4	63
909776	0	3	78
909775	0	6	76
909774	1	1	82
909773	2	3	69
909772	0	6	75
909771	0	3	77
909770	0	1	65
909769	0	5	53
909768	0	3	84
909767	0	3	80
909766	1	4	87
909765	0	1	60
909764	2	6	77
909763	0	7	77
909762	0	5	66
909761	0	1	60
909760	0	6	76
909759	0	6	74
909758	1	4	82
909757	1	3	68
909756	0	6	71
909755	2	4	60
909754	0	7	80
909753	0	5	64
909752	0	4	64
909751	0	3	68
909750	1	4	73
909749	2	4	67
909748	1	3	71
909747	0	2	74
909746	0	7	80
909745	1	7	68
909744	0	2	95
909743	1	5	58
909742	0	3	60
909741	1	7	81
909740	0	6	70
909739	0	5	81
909738	0	1	80
909737	0	3	84
909736	0	5	76
909735	1	5	75
909734	1	3	80
909733	1	3	82
909732	1	6	56
909731	1	2	91
909730	0	5	70
909729	0	3	70
909728	0	4	83
909727	1	5	79
909726	1	4	74
909725	0	3	80
909724	1	9	70
909723	1	4	72
909722	2	1	78
909721	0	1	68
909720	1	3	79
909719	0	3	63
909718	0	6	75
909717	0	1	66
909716	0	4	70
909715	0	7	67
909714	0	3	63
909713	1	5	85
909712	0	4	79
909711	1	1	82
909710	0	11	74
909709	0	4	96
909708	3	4	60
909707	1	4	74
909706	1	3	105
909705	1	3	54
909704	0	5	70
909703	0	0	55
909702	1	2	71
909701	0	3	76
909700	0	8	63
909699	0	5	65
909698	0	5	75
909697	0	4	74
909696	0	3	58
909695	1	5	73
909694	0	6	74
909693	0	1	67
909692	0	2	63
909691	0	2	88
909690	0	3	68
909689	2	6	71
909688	0	6	70
909687	0	2	79
909686	3	6	79
909685	0	7	75
909684	1	4	94
909683	1	3	80
909682	0	3	84
909681	0	4	59
909680	1	5	62
909679	0	3	74
909678	1	3	63
909677	1	5	78
909676	1	7	90
909675	0	4	77
909674	2	5	76
909673	1	3	80
909672	1	6	81
909671	1	1	66
909670	1	6	71
909669	2	7	62
909668	1	3	63
909667	2	1	80
909666	0	3	77
909665	0	4	74
909664	1	7	71
909663	0	5	72
909662	0	0	68
909661	0	4	70
909660	1	6	82
909659	0	3	71
909658	0	7	77
909657	1	6	55
909656	0	8	84
909655	1	2	69
909654	0	8	82
909653	0	4	81
909652	0	2	57
909651	0	0	82
909650	0	4	73
909649	0	2	94
909648	0	6	78
909647	0	0	84
909646	1	4	75
909645	2	3	91
909644	0	8	70
909643	0	6	72
909642	0	6	81
909641	0	3	66
909640	0	7	89
909639	2	4	96
909638	0	5	93
909637	2	1	74
909636	0	2	71
909635	0	3	93
909634	0	8	86
909633	2	4	95
909632	0	0	71
909631	1	5	62
909630	1	5	73
909629	2	4	76
909628	3	2	75
909627	1	6	99
909626	0	3	71
909625	0	6	64
909624	0	7	70
909623	0	5	64
909622	0	3	75
909621	0	9	87
909620	0	7	95
909619	1	6	63
909618	0	1	85
909617	0	1	78
909616	0	2	77
909615	2	4	76
909614	1	4	82
909613	0	7	77
909612	1	5	89
909611	0	5	90
909610	0	5	80
909609	0	5	81
909608	0	9	99
909607	1	4	73
909606	0	5	71
909605	0	3	83
909604	0	7	91
909603	0	10	61
909602	0	5	75
909601	1	4	83
909600	0	9	76
909599	0	5	75
909598	3	4	63
909597	1	3	66
909596	0	5	60
909595	0	1	83
909594	1	3	74
909593	0	6	75
909592	1	4	68
909591	2	3	63
909590	0	9	86
909589	0	7	82
909588	0	3	70
909587	0	5	69
909586	1	2	82
909585	1	7	65
909584	0	5	82
909583	1	4	70
909582	0	1	67
909581	1	2	89
909580	0	6	62
909579	0	2	72
909578	0	4	63
909577	0	6	69
909576	1	6	75
909575	0	2	76
909574	0	7	74
909573	1	8	66
909572	1	3	69
909571	0	4	69
909570	1	5	67
909569	1	3	91
909568	2	4	64
909567	0	4	75
909566	2	2	78
909565	0	5	53
909564	0	4	78
909563	0	7	83
909562	1	2	67
909561	0	7	56
909560	0	2	69
909559	1	7	78
909558	0	5	55
909557	0	6	79
909556	1	6	63
909555	2	6	75
909554	1	1	64
909553	1	5	73
909552	0	6	77
909551	1	3	78
909550	0	2	72
909549	1	2	102
909548	1	4	81
909547	1	6	71
909546	1	4	70
909545	1	11	72
909544	0	3	64
909543	0	3	79
909542	0	8	75
909541	0	1	72
909540	0	3	83
909539	1	8	62
909538	1	10	55
909537	0	9	78
909536	0	2	77
909535	0	7	70
909534	1	4	78
909533	1	6	79
909532	0	2	67
909531	0	3	67
909530	0	6	62
909529	0	4	75
909528	0	1	58
909527	0	2	82
909526	0	6	67
909525	3	4	84
909524	0	6	56
909523	0	4	86
909522	0	4	90
909521	0	6	77
909520	0	5	67
909519	1	6	79
909518	0	4	72
909517	1	2	78
909516	0	3	80
909515	0	3	82
909514	1	10	73
909513	0	8	83
909512	1	4	72
909511	2	6	81
909510	1	6	72
930194	0	5	62
930193	0	7	78
930192	0	9	78
930191	1	2	80
930190	3	11	85
930189	0	5	75
930188	0	4	68
930187	0	5	77
930186	0	7	85
930185	0	2	79
930184	0	4	92
930183	0	2	89
930182	0	6	68
930181	0	5	64
930180	2	6	87
930179	0	3	74
930178	0	5	66
930177	3	4	73
930176	0	8	74
930175	1	4	69
930174	0	2	72
930173	2	5	73
930172	1	5	74
930171	2	1	74
930170	0	6	80
930169	0	5	83
930168	0	4	74
930167	0	5	92
930166	0	4	81
930165	2	7	66
930164	0	3	78
930163	0	9	68
930162	0	2	74
909509	0	7	74
909508	0	8	76
909507	2	5	102
909506	0	2	75
909505	2	4	75
909504	0	4	76
909503	1	5	79
909502	2	9	77
909501	0	3	62
909500	1	3	72
909499	0	2	74
909498	0	4	84
909497	0	4	80
909496	0	6	83
909495	3	5	66
909494	0	3	65
909493	0	6	72
909492	0	6	72
909491	1	4	67
909490	1	1	62
909489	1	1	78
909488	1	3	78
909487	0	0	78
909486	0	8	84
909485	0	6	77
909484	1	4	91
909483	0	7	98
909482	0	2	74
909481	0	3	68
909480	0	6	74
909479	0	7	72
909478	2	6	82
909477	0	4	77
909476	0	4	72
909475	1	5	69
909474	0	5	75
909473	0	5	74
909472	0	3	66
909471	0	0	89
909470	0	4	73
909469	0	3	74
909468	0	5	80
909467	1	3	83
909466	2	6	73
909465	2	7	64
909464	1	5	72
909463	1	2	78
909462	1	8	81
909461	0	9	75
909460	1	6	74
909459	0	8	77
909458	3	7	74
909457	1	3	82
909456	2	5	81
909455	4	5	57
909454	1	6	60
909453	0	7	70
909452	1	4	84
909451	0	3	91
909450	0	0	89
909449	1	3	73
909448	1	5	60
909447	0	2	81
909446	0	3	70
909445	1	4	71
909444	0	8	81
909443	0	4	88
909442	0	5	81
909441	1	2	75
909440	0	4	80
909439	0	5	76
909438	0	7	80
909437	0	5	77
909436	2	4	76
909435	0	4	87
909434	0	2	83
909433	1	5	79
909432	1	4	90
909431	0	3	125
909430	0	4	83
909429	1	6	66
909428	1	2	73
909427	0	3	92
909426	0	3	68
909425	1	5	84
909424	0	5	74
909423	1	5	76
909422	0	4	71
909421	0	7	98
909420	2	7	88
909419	0	6	80
909418	0	3	80
909417	1	6	89
909416	0	4	57
909415	1	0	79
909414	0	3	72
909413	4	2	82
909412	3	5	68
909411	0	3	92
909410	0	4	59
909409	0	3	74
909408	0	4	73
909407	0	5	73
909406	1	1	61
909405	0	5	86
909404	0	7	84
909403	1	7	81
909402	0	1	85
909401	0	7	79
909400	0	6	74
909399	1	3	79
909398	1	8	84
909397	0	10	61
909396	0	3	83
909395	0	6	82
909394	1	3	74
909393	0	11	61
